Product ID,Sale Price,Order ID,Quantity,Order Date
CN5501-046,13995,45309,7,2022-12-12
CI3708-700,14995,75180,1,2022-12-12
CT1104-700,10995,64302,6,2022-12-12
AV9370-001,5597,97585,4,2022-12-12
528895-003,11897,88034,9,2022-12-12
AT7995-104,7995,69242,7,2022-12-12
AR5677-200,10995,13133,9,2022-12-12
CJ0220-400,10995,90875,3,2022-12-12
CD2717-001,4495,44095,2,2022-12-12
AJ4115-060,15995,32042,9,2022-12-12
CI9842-500,9995,62039,7,2022-12-12
AH7249-118,7197,28228,1,2022-12-12
CJ6106-100,9995,80187,1,2022-12-12
DA4155-400,16995,85338,1,2022-12-12
AV6259-500,6597,38586,7,2022-12-12
BV7756-001,10497,11718,7,2022-12-12
CT1531-001,15995,16575,3,2022-12-12
CT2007-100,9995,82891,2,2022-12-12
CI3870-100,15995,30717,4,2022-12-12
CK2085-002,14995,73295,9,2022-12-12
CI2666-400,7997,80200,4,2022-12-12
CI1396-600,7995,53786,6,2022-12-12
AO0354-108,6995,22283,2,2022-12-12
CD4159-606,5995,77798,5,2022-12-12
AQ1289-003,5597,18902,6,2022-12-12
BQ6623-070,12797,46034,8,2022-12-12
AQ7487-201,6995,46393,4,2022-12-12
CQ7731-900,10397,41955,2,2022-12-12
CD0132-001,15995,32788,8,2022-12-12
BQ5190-101,4897,42123,5,2022-12-12
CU5133-600,13597,94098,8,2022-12-12
BV1712-001,11897,55652,6,2022-12-12
AH7857-009,11995,56694,6,2022-12-12
AR4225-003,9597,76875,6,2022-12-12
CD4156-606,8495,60000,4,2022-12-12
AO0571-606,7495,70607,8,2022-12-12
CJ0266-001,10995,16529,4,2022-12-12
CD6720-808,21995,15514,1,2022-12-12
CK3321-100,9097,32660,4,2022-12-12
CD2153-001,10995,15023,8,2022-12-12
BV7099-400,9995,52060,4,2022-12-12
CQ0989-002,5995,56883,3,2022-12-12
BV7756-001,10497,89103,8,2022-12-12
CI1504-100,13597,74925,3,2022-12-12
AT1198-401,7995,50291,4,2022-12-12
CK2718-003,18995,42931,1,2022-12-12
CD5050-400,16995,37056,5,2022-12-12
AA1640-002,9995,64399,4,2022-12-12
AQ5707-001,7697,89386,2,2022-12-12
885118-001,7197,30313,3,2022-12-12
CD6721-808,22995,17408,4,2022-12-12
AQ0926-001,12995,63011,2,2022-12-12
AV4789-104,7197,16439,8,2022-12-12
AH7378-801,3997,92473,9,2022-12-12
CK2531-001,13597,61270,1,2022-12-12
634835-108,8995,11028,2,2022-12-12
AJ6844-007,11197,71782,7,2022-12-12
BQ5427-401,8995,58696,4,2022-12-12
CD7070-009,14995,94601,4,2022-12-12
AV5555-001,8797,12125,7,2022-12-12
CJ1794-600,11995,41030,6,2022-12-12
AO9820-001,9597,37494,8,2022-12-12
CW4409-100,19995,32040,2,2022-12-12
812654-011,3357,45443,2,2022-12-12
AJ6959-717,4497,73971,6,2022-12-12
CT3890-101,7995,27044,5,2022-12-12
AT6395-002,10497,92789,6,2022-12-12
CI2666-400,7997,91556,2,2022-12-12
AO2607-401,7197,54363,1,2022-12-12
CK0980-002,5995,13024,1,2022-12-12
CJ0592-001,16995,64916,7,2022-12-12
CU3459-200,15995,36026,7,2022-12-12
CI1396-004,7995,34929,9,2022-12-12
CT5229-001,15995,27929,8,2022-12-12
AO3258-080,5947,38357,4,2022-12-12
CK9671-001,18995,29712,7,2022-12-12
CJ9712-001,12597,41965,9,2022-12-12
CT1030-100,9995,75366,2,2022-12-12
313358-006,11197,39240,1,2022-12-12
849559-004,15995,67457,2,2022-12-12
AA8027-109,14995,82602,5,2022-12-12
BV5502-600,16995,87703,4,2022-12-12
BQ6046-010,12995,36274,8,2022-12-12
AT1198-401,7995,53964,1,2022-12-12
CT1531-001,15995,68450,7,2022-12-12
AJ4115-060,15995,67092,6,2022-12-12
CT1099-093,24995,88355,8,2022-12-12
CZ6156-101,9995,81125,4,2022-12-12
844127-108,4495,50973,1,2022-12-12
CD8526-446,9995,98475,6,2022-12-12
CD5007-102,13995,48255,6,2022-12-12
AH6789-023,13995,52203,1,2022-12-12
918193-700,13495,25081,9,2022-12-12
AT7324-001,6397,99434,9,2022-12-12
AV4789-104,7197,40053,1,2022-12-12
832528-001,1595,26860,5,2022-12-12
BQ6623-070,12797,77933,6,2022-12-12
CI1246-302,10197,77168,6,2022-12-12
CJ0636-100,8995,97440,6,2022-12-12
AR5676-401,10995,74588,5,2022-12-12
CD4172-606,8495,82725,7,2022-12-12
BQ5427-401,8995,51944,4,2022-12-12
CI0808-100,5995,34943,1,2022-12-12
CD8526-446,9995,92952,7,2022-12-12
CU2708-901,4495,98787,9,2022-12-12
BQ0129-106,6495,11489,5,2022-12-12
AT7998-104,5495,17495,6,2022-12-12
AT7997-606,4995,69329,4,2022-12-12
CK1069-001,5495,28492,5,2022-12-12
CI7395-100,10995,86550,8,2022-12-12
CJ0579-400,14995,72400,2,2022-12-12
AT5293-004,20995,89952,8,2022-12-12
AO0577-717,3497,14940,3,2022-12-12
CI1504-100,13597,70636,6,2022-12-12
CK5669-400,11197,78221,9,2022-12-12
AQ4126-100,12797,89263,1,2022-12-12
AO2132-401,5597,50064,1,2022-12-12
CD4366-002,9995,20474,3,2022-12-12
554724-066,9995,63125,8,2022-12-12
CD4159-606,5995,18391,2,2022-12-12
CI9842-500,9995,33487,7,2022-12-12
CD6105-007,10495,78727,8,2022-12-12
AJ6844-007,11197,58702,9,2022-12-12
CT1030-100,9995,85449,2,2022-12-12
AT7898-104,22995,51927,5,2022-12-12
CI3703-401,9597,95836,3,2022-12-12
AT7980-606,5995,64580,7,2022-12-12
AV4052-116,10495,10220,9,2022-12-12
CT2584-100,11995,59840,1,2022-12-12
CD0916-001,11995,78727,2,2022-12-12
CD0188-101,7995,77994,9,2022-12-12
AT7980-606,5995,12997,6,2022-12-12
CI7379-400,15995,76337,2,2022-12-12
BQ3381-600,14995,26988,8,2022-12-12
AR7718-001,6995,52352,7,2022-12-12
CD2803-001,3995,41267,1,2022-12-12
CT3890-101,7995,22405,7,2022-12-12
AJ6844-007,11197,30679,1,2022-12-12
AT5292-606,6495,15320,5,2022-12-12
AO3269-717,5947,46301,3,2022-12-12
BQ4630-500,8797,80851,3,2022-12-12
CT3509-001,7995,78291,8,2022-12-12
AT2863-100,15995,42523,2,2022-12-12
AA0287-002,6797,49738,6,2022-12-12
CD2189-002,6997,51897,7,2022-12-12
AH7858-010,9597,85495,5,2022-12-12
AO9820-001,9597,94388,2,2022-12-12
BQ3177-100,16995,24018,9,2022-12-12
130690-017,15995,99762,9,2022-12-12
BV7774-100,6297,54063,6,2022-12-12
918193-700,13495,18604,8,2022-12-12
AV9373-002,5597,24068,4,2022-12-12
CK9671-001,18995,96094,7,2022-12-12
AV1201-600,11995,30786,7,2022-12-12
BQ5430-401,6297,29818,6,2022-12-12
CI3867-001,9995,93669,4,2022-12-12
CQ0989-002,5995,45235,1,2022-12-12
CT7698-600,11995,38675,9,2022-12-12
CD4161-606,22995,44111,4,2022-12-12
CU8861-460,11995,41569,3,2022-12-12
CW6565-900,11995,72322,6,2022-12-12
AH6799-300,16995,41600,6,2022-12-12
AT7949-606,5995,87248,1,2022-12-12
AO0566-606,7495,80592,7,2022-12-12
AH6789-023,13995,91497,1,2022-12-12
AT7898-104,22995,88464,9,2022-12-12
CK1069-001,5495,71873,3,2022-12-12
554724-066,9995,61554,6,2022-12-12
BV0389-001,10197,47866,7,2022-12-12
CN5501-046,13995,51046,3,2022-12-12
CT4352-104,9995,51117,3,2022-12-12
CK2531-001,13597,64520,6,2022-12-12
AR5676-401,10995,92285,7,2022-12-12
CJ0636-100,8995,49261,1,2022-12-12
CJ9712-001,12597,56592,3,2022-12-12
AT7993-414,5247,86161,6,2022-12-12
CT8919-700,13995,42785,4,2022-12-12
AT7978-414,5947,98649,4,2022-12-12
CD4363-103,10995,85896,9,2022-12-12
528895-003,11897,44924,1,2022-12-12
AV4052-116,10495,21633,2,2022-12-12
CI7395-100,10995,22401,6,2022-12-12
AO2924-401,12797,12990,4,2022-12-12
CI3867-001,9995,17589,6,2022-12-12
BQ5190-101,4897,65683,2,2022-12-12
807443-503,13597,57503,8,2022-12-12
CD0881-104,9995,13716,5,2022-12-12
AT7996-414,5247,47400,9,2022-12-12
AT7967-104,5495,98076,9,2022-12-12
CD5007-102,13995,94234,2,2022-12-12
AQ2456-007,8495,63390,8,2022-12-12
AT5293-004,20995,79145,6,2022-12-12
AR4347-600,13597,22027,9,2022-12-12
BQ6044-100,12995,22237,4,2022-12-12
AO4568-600,19995,58573,6,2022-12-12
849559-004,15995,65914,8,2022-12-12
BV7099-400,9995,61137,3,2022-12-12
AO4971-700,7797,67151,6,2022-12-12
AR8836-009,4995,15707,4,2022-12-12
CN5455-160,11995,63515,3,2022-12-12
CK1195-101,12995,48951,5,2022-12-12
CJ0277-002,11995,17090,7,2022-12-12
AO0578-717,3497,29748,5,2022-12-12
CI0808-100,5995,68038,2,2022-12-12
CU3004-176,9995,69652,1,2022-12-12
AV6337-003,9495,16448,9,2022-12-12
AO0571-606,7495,34669,1,2022-12-12
AR7718-001,6995,69598,4,2022-12-12
BQ8927-102,10397,11721,7,2022-12-12
CT1726-100,5495,21731,1,2022-12-12
BV7725-500,4797,16613,5,2022-12-12
CI1290-100,8397,67272,4,2022-12-12
CJ1642-002,8995,16873,2,2022-12-12
AO3258-080,5947,86368,2,2022-12-12
AQ4176-049,21995,29607,9,2022-12-12
AH6789-023,13995,57586,2,2022-12-12
807471-101,6995,44450,9,2022-12-12
BV0614-005,7997,88150,2,2022-12-12
528895-003,11897,57387,7,2022-12-12
844127-108,4495,21014,2,2022-12-12
CD0431-107,12995,93052,6,2022-12-12
CJ1306-401,5247,11017,4,2022-12-12
BQ5422-200,9995,40714,9,2022-12-12
BQ5615-002,11197,19791,5,2022-12-12
CQ6569-001,11197,12611,7,2022-12-12
BQ8927-102,10397,96083,1,2022-12-12
CD4573-001,10995,27049,7,2022-12-12
BQ5808-100,15997,65955,2,2022-12-12
CK2085-002,14995,43084,1,2022-12-12
CJ0267-001,10995,85053,3,2022-12-12
AT7975-606,8495,43367,3,2022-12-12
CK2085-002,14995,53974,3,2022-12-12
864348-019,6397,84245,8,2022-12-12
BQ3381-600,14995,88778,2,2022-12-12
CJ1300-401,5247,69505,1,2022-12-12
BV0657-400,6495,83822,2,2022-12-12
CI7815-602,7995,61226,4,2022-12-12
943806-602,10995,63402,9,2022-12-12
AO3622-006,1995,41764,4,2022-12-12
AO2924-401,12797,40221,9,2022-12-12
AO4568-600,19995,25842,9,2022-12-12
CD5029-001,10995,15336,5,2022-12-12
325213-139,7597,33963,5,2022-12-12
AT5673-700,36500,88955,2,2022-12-12
BV4584-001,13597,72660,6,2022-12-12
CK2718-003,18995,45118,5,2022-12-12
AO3424-001,6397,12367,3,2022-12-12
BQ8928-011,10397,37270,4,2022-12-12
832528-001,1595,52579,8,2022-12-12
AO2434-101,14995,38635,1,2022-12-12
CK1069-001,5495,86960,3,2022-12-12
704939-103,6995,54063,6,2022-12-12
AT7980-606,5995,67365,7,2022-12-12
CI1214-004,7997,49506,6,2022-12-12
CK5669-400,11197,29365,4,2022-12-12
CT4526-100,15995,58073,8,2022-12-12
AT3378-471,8995,37773,2,2022-12-12
AO3267-080,6797,68557,5,2022-12-12
AO0571-606,7495,43624,4,2022-12-12
CI0808-100,5995,22562,6,2022-12-12
CN6916-100,6995,21735,2,2022-12-12
CJ6314-146,9995,50805,6,2022-12-12
CJ0267-001,10995,71804,5,2022-12-12
AT6100-606,6495,29659,5,2022-12-12
AT7975-606,8495,51712,5,2022-12-12
CJ1642-002,8995,80459,7,2022-12-12
AT5673-700,36500,33011,9,2022-12-12
AJ4115-060,15995,11660,3,2022-12-12
AA8022-107,11995,93761,8,2022-12-12
CV5515-001,5995,38495,3,2022-12-12
130690-017,15995,29094,5,2022-12-12
AO0570-810,5247,92348,5,2022-12-12
CK2595-500,14995,95489,1,2022-12-12
CK1069-001,5495,79084,4,2022-12-12
AT7898-104,22995,32838,7,2022-12-12
631261-035,2795,30693,5,2022-12-12
AQ4126-100,12797,69369,4,2022-12-12
CD2717-001,4495,91735,3,2022-12-12
BQ3381-600,14995,26084,5,2022-12-12
CT5342-007,18995,13732,4,2022-12-12
CJ0509-001,7995,68227,2,2022-12-12
921733-104,16995,10188,8,2022-12-12
AQ5707-001,7697,85761,6,2022-12-12
CI1236-100,12797,29214,1,2022-12-12
315115-112,7495,41978,4,2022-12-12
CN5501-046,13995,78445,5,2022-12-12
AA8018-101,11995,23585,1,2022-12-12
343881-412,2495,52409,3,2022-12-12
CQ0989-002,5995,44972,9,2022-12-12
CU5133-600,13597,92644,6,2022-12-12
CJ0773-010,7995,78076,4,2022-12-12
844896-002,3197,53491,5,2022-12-12
AR5149-005,13597,64645,6,2022-12-12
CI1718-001,8397,38892,5,2022-12-12
CQ7731-900,10397,14021,2,2022-12-12
CD7288-001,6397,73936,1,2022-12-12
CD0888-002,7595,53364,5,2022-12-12
CD6615-100,13995,71072,9,2022-12-12
AT6100-606,6495,32757,5,2022-12-12
AT7998-104,5495,28989,3,2022-12-12
CJ2586-100,4797,67682,5,2022-12-12
880848-005,14495,39818,3,2022-12-12
CI3706-100,11997,52892,8,2022-12-12
CU3013-070,15995,54666,7,2022-12-12
BQ3381-600,14995,77369,8,2022-12-12
CD4172-606,8495,25140,9,2022-12-12
BQ3611-100,8797,89098,6,2022-12-12
CJ0882-001,6495,28638,9,2022-12-12
CK2772-101,10995,18377,6,2022-12-12
CJ1292-401,5247,91690,5,2022-12-12
130690-017,15995,84175,6,2022-12-12
852542-087,9995,73281,5,2022-12-12
AV6337-003,9495,98520,1,2022-12-12
AT7997-606,4995,15309,3,2022-12-12
AT5293-004,20995,69625,7,2022-12-12
BQ3381-600,14995,61684,3,2022-12-12
CQ6549-001,14995,54299,4,2022-12-12
AO3269-717,5947,45555,8,2022-12-12
BV7099-400,9995,42940,8,2022-12-12
AT3381-008,6397,90346,5,2022-12-12
CD5082-001,8995,36688,8,2022-12-12
AT8240-003,13995,60406,9,2022-12-12
BQ8928-011,10397,32160,1,2022-12-12
CJ0592-001,16995,18790,5,2022-12-12
CI3835-002,7197,21810,6,2022-12-12
CJ1300-401,5247,70643,8,2022-12-12
CJ1379-001,7995,18213,8,2022-12-12
AT2863-100,15995,22398,2,2022-12-12
BV0657-400,6495,44983,8,2022-12-12
AQ0925-002,16995,69073,8,2022-12-12
CD7288-001,6397,77599,9,2022-12-12
CU3004-176,9995,42822,6,2022-12-12
BV0417-401,7797,75958,7,2022-12-12
BQ5615-002,11197,19640,7,2022-12-12
CK9671-001,18995,58315,9,2022-12-12
AQ1289-003,5597,68140,2,2022-12-12
AT7960-104,7995,98525,2,2022-12-12
BV1712-001,11897,75613,8,2022-12-12
AT5293-004,20995,57273,8,2022-12-12
CI3867-001,9995,85369,7,2022-12-12
BV7754-001,9797,42472,8,2022-12-12
922474-001,13995,18074,3,2022-12-12
AQ7878-003,7995,65618,1,2022-12-12
133000-106,11995,22083,2,2022-12-12
CD5036-100,7995,99031,7,2022-12-12
807471-101,6995,86014,6,2022-12-12
CD2803-001,3995,60814,6,2022-12-12
BQ3381-600,14995,64705,1,2022-12-12
CD5036-100,7995,67681,8,2022-12-12
AT8179-100,9597,31100,7,2022-12-12
BV1134-001,9597,13997,5,2022-12-12
AR6631-004,12797,32855,1,2022-12-12
AT7996-606,7495,57175,6,2022-12-12
AV9373-002,5597,33433,5,2022-12-12
CD6964-002,7197,45941,1,2022-12-12
CT5063-100,18995,68181,2,2022-12-12
AT6099-606,6495,17384,4,2022-12-12
CW4286-100,11995,84185,3,2022-12-12
BV0614-005,7997,48828,9,2022-12-12
AT1369-103,7995,87920,2,2022-12-12
AO0354-108,6995,85080,2,2022-12-12
CD0881-104,9995,63116,2,2022-12-12
CK1195-101,12995,36695,2,2022-12-12
BQ6046-010,12995,59882,3,2022-12-12
AQ4312-107,5397,77395,5,2022-12-12
BV7757-500,12797,48013,4,2022-12-12
AV3866-001,16995,65952,5,2022-12-12
AA1640-002,9995,75403,8,2022-12-12
AT5269-606,7495,49129,8,2022-12-12
CI3869-500,15995,15738,6,2022-12-12
AQ4176-049,21995,13214,7,2022-12-12
704939-103,6995,97311,4,2022-12-12
AA7406-006,6397,25354,5,2022-12-12
CI1291-400,8397,81037,8,2022-12-12
AR4225-003,9597,42719,9,2022-12-12
CI1504-100,13597,19234,4,2022-12-12
CQ6566-700,12995,63868,8,2022-12-12
CD3395-006,11995,73012,3,2022-12-12
CQ6639-001,15995,87145,4,2022-12-12
BQ5422-200,9995,44450,6,2022-12-12
AT7324-001,6397,94493,8,2022-12-12
CD4962-001,9995,37130,3,2022-12-12
AT7998-104,5495,83355,1,2022-12-12
CD4366-002,9995,79780,7,2022-12-12
CI9949-001,12995,60167,8,2022-12-12
CN3591-002,11995,21347,1,2022-12-12
BV0415-300,7797,84183,9,2022-12-12
AT7324-001,6397,38536,3,2022-12-12
AV5555-001,8797,67797,9,2022-12-12
CJ0219-400,10995,39130,2,2022-12-12
CD4159-606,5995,27791,2,2022-12-12
AV1201-600,11995,12708,3,2022-12-12
AO4568-600,19995,79519,8,2022-12-12
315122-001,7295,95219,8,2022-12-12
AO3258-080,5947,26898,8,2022-12-12
AO3189-600,13297,74755,5,2022-12-12
AQ7492-010,6495,39528,7,2022-12-12
AQ0927-100,12995,84127,3,2022-12-12
AT7898-104,22995,84119,1,2022-12-12
BV7782-001,7197,98184,8,2022-12-12
AJ6959-717,4497,19685,6,2022-12-12
AQ4174-049,22995,79579,5,2022-12-12
CU3004-176,9995,94001,2,2022-12-12
315123-111,7595,89945,2,2022-12-12
BQ6623-070,12797,66810,5,2022-12-12
CI3446-001,7995,79052,1,2022-12-12
749747-010,3597,79426,7,2022-12-12
CI2668-004,11197,19157,1,2022-12-12
CJ0861-010,9995,57246,5,2022-12-12
CD2189-002,6997,97499,9,2022-12-12
CK3022-005,8995,28291,5,2022-12-12
487754-303,7995,10401,9,2022-12-12
130690-017,15995,30448,3,2022-12-12
CI0808-100,5995,55715,2,2022-12-12
133000-106,11995,65927,3,2022-12-12
CT2007-100,9995,23062,4,2022-12-12
DA4155-400,16995,34008,9,2022-12-12
BQ5190-101,4897,70148,3,2022-12-12
CD0431-107,12995,59248,5,2022-12-12
AJ6900-102,16995,68766,3,2022-12-12
313358-006,11197,35024,6,2022-12-12
BQ5469-703,24995,82499,7,2022-12-12
AT5293-004,20995,79982,3,2022-12-12
CT5770-300,14995,35113,3,2022-12-12
CI5646-200,9597,18630,7,2022-12-12
CN6867-001,10995,17134,7,2022-12-12
AO0578-717,3497,81967,1,2022-12-12
CD4371-001,13995,16582,3,2022-12-12
AO3258-080,5947,30481,9,2022-12-12
553558-125,8995,77140,3,2022-12-12
CJ0588-001,14995,14964,3,2022-12-12
414571-030,15995,32460,9,2022-12-12
CU8861-460,11995,48330,5,2022-12-12
CD7070-009,14995,75139,6,2022-12-12
CT1264-101,12995,21006,6,2022-12-12
CI7388-600,16995,13929,4,2022-12-12
CD5036-100,7995,58360,8,2022-12-12
AQ8228-102,7995,79042,6,2022-12-12
CJ1646-600,7495,58590,4,2022-12-12
AR6632-603,9597,77862,2,2022-12-12
CI3482-200,9995,69401,1,2022-12-12
CJ1306-401,5247,27299,4,2022-12-12
AT7960-104,7995,76237,1,2022-12-12
BQ7978-001,11995,69573,7,2022-12-12
844127-108,4495,39812,7,2022-12-12
AQ7487-201,6995,88319,4,2022-12-12
AO3424-001,6397,71586,5,2022-12-12
CW4409-100,19995,37892,8,2022-12-12
AO3269-717,5947,16239,7,2022-12-12
AA8022-107,11995,24486,1,2022-12-12
CI1396-004,7995,73256,8,2022-12-12
BV7774-100,6297,64267,5,2022-12-12
807471-101,6995,12112,8,2022-12-12
AH1016-602,5997,96532,4,2022-12-12
CN6916-100,6995,93558,4,2022-12-12
BQ4630-500,8797,25490,9,2022-12-12
CD6964-002,7197,69112,3,2022-12-12
AV4417-002,12797,98181,2,2022-12-12
AT6174-004,7797,22106,6,2022-12-12
CQ7620-001,9995,33928,3,2022-12-12
BQ2728-012,11995,77656,5,2022-12-12
CJ5472-900,15995,27171,6,2022-12-12
CD0479-200,9995,21446,1,2022-12-12
313358-006,11197,63275,6,2022-12-12
CD6964-002,7197,92016,3,2022-12-12
AR5677-200,10995,71361,3,2022-12-12
AT7999-414,3497,46986,6,2022-12-12
CK2085-002,14995,20433,5,2022-12-12
CK1069-001,5495,67427,7,2022-12-12
CQ2344-100,11995,85104,4,2022-12-12
AR8836-009,4995,53297,7,2022-12-12
BQ5615-002,11197,76910,5,2022-12-12
AO2132-401,5597,91314,7,2022-12-12
CI2666-400,7997,52816,2,2022-12-12
AQ8228-102,7995,53544,5,2022-12-12
CJ0842-600,6495,70103,2,2022-12-12
CK3309-001,11197,97880,6,2022-12-12
CN5501-046,13995,31810,7,2022-12-12
AO4568-600,19995,40613,4,2022-12-12
CD4371-001,13995,78807,8,2022-12-12
BQ9665-301,10995,90138,8,2022-12-12
CQ0989-002,5995,37596,8,2022-12-12
CT4525-001,15995,12096,1,2022-12-12
CQ2344-100,11995,13164,3,2022-12-12
AH7378-801,3997,21736,8,2022-12-12
CT4328-101,7495,30661,4,2022-12-12
AO2982-076,10995,45723,3,2022-12-12
CI9842-500,9995,14056,4,2022-12-12
CT3509-001,7995,79089,6,2022-12-12
CD4161-606,22995,85215,8,2022-12-12
AR7410-603,5997,64024,6,2022-12-12
AQ0927-100,12995,19577,9,2022-12-12
AT7998-104,5495,17783,3,2022-12-12
CI7388-600,16995,43603,2,2022-12-12
AQ5707-001,7697,66954,3,2022-12-12
AH7249-118,7197,73917,8,2022-12-12
CI1289-100,5397,78626,4,2022-12-12
AQ1289-003,5597,14658,4,2022-12-12
AT8240-003,13995,63105,2,2022-12-12
AT7996-414,5247,38038,3,2022-12-12
CQ2503-900,7697,83811,5,2022-12-12
AQ7878-003,7995,48438,3,2022-12-12
CJ1292-401,5247,29514,1,2022-12-12
343881-412,2495,17493,9,2022-12-12
BV5739-500,7697,95152,4,2022-12-12
CU3005-171,9995,64184,9,2022-12-12
CI1214-004,7997,12593,5,2022-12-12
BV7754-001,9797,35134,8,2022-12-12
CI3898-200,8995,36029,4,2022-12-12
885118-001,7197,55320,9,2022-12-12
CJ0773-010,7995,58433,8,2022-12-12
AT5303-100,7697,12167,9,2022-12-12
CQ0912-100,11995,60404,1,2022-12-12
CN2932-100,18995,60132,7,2022-12-12
AO2924-401,12797,11781,4,2022-12-12
880848-005,14495,92910,8,2022-12-12
AT5410-003,6997,99849,4,2022-12-12
CD8526-446,9995,84931,4,2022-12-12
CJ0579-400,14995,99225,6,2022-12-12
CI0919-100,8995,33849,3,2022-12-12
AT5269-606,7495,13319,2,2022-12-12
CD2717-001,4495,61623,4,2022-12-12
AJ6959-717,4497,60063,9,2022-12-12
AT7978-414,5947,17604,2,2022-12-12
CT8919-700,13995,29001,2,2022-12-12
BQ9138-601,3147,83898,1,2022-12-12
AO1023-005,15995,51439,9,2022-12-12
CQ6549-001,14995,73832,8,2022-12-12
618919-031,2397,54372,2,2022-12-12
BQ5615-002,11197,27471,5,2022-12-12
CU0675-300,9797,76551,3,2022-12-12
AR5677-200,10995,88782,1,2022-12-12
AT7324-001,6397,85632,2,2022-12-12
CD2189-002,6997,48558,9,2022-12-12
CI3899-200,12995,36041,8,2022-12-12
AT7995-104,7995,19441,2,2022-12-12
CD5082-001,8995,79489,1,2022-12-12
CT1104-700,10995,15695,2,2022-12-12
CT2692-002,13995,97411,1,2022-12-12
AR9293-603,9597,94621,9,2022-12-12
CJ1379-001,7995,96972,7,2022-12-12
BQ6044-100,12995,40852,3,2022-12-12
554724-066,9995,51375,1,2022-12-12
AQ7477-009,9995,14799,7,2022-12-12
CD4173-606,5995,32908,7,2022-12-12
CQ0989-002,5995,15351,8,2022-12-12
CT3509-001,7995,13902,7,2022-12-12
AT7993-414,5247,26829,4,2022-12-12
CJ9681-001,10497,59882,7,2022-12-12
CZ6156-101,9995,27445,4,2022-12-12
618919-031,2397,91928,2,2022-12-12
CI1504-100,13597,20333,3,2022-12-12
AR6632-603,9597,50310,3,2022-12-12
CJ0579-400,14995,96759,9,2022-12-12
AO4568-600,19995,27265,5,2022-12-12
AV6243-400,13995,59488,3,2022-12-12
CN6916-100,6995,30204,5,2022-12-12
315115-112,7495,88082,1,2022-12-12
BQ3202-011,7995,50055,8,2022-12-12
AR5676-401,10995,11527,3,2022-12-12
CD5086-500,8995,19810,3,2022-12-12
CJ0625-700,15995,48475,4,2022-12-12
CN5455-160,11995,22186,8,2022-12-12
812655-011,3997,80623,8,2022-12-12
AR4347-600,13597,96318,7,2022-12-12
AQ7477-009,9995,16878,3,2022-12-12
CK4126-001,8397,78134,7,2022-12-12
CD4373-001,10995,79913,8,2022-12-12
CQ6549-001,14995,55107,4,2022-12-12
CD6720-808,21995,72206,2,2022-12-12
CQ2503-900,7697,24833,2,2022-12-12
CD0113-400,14995,77533,6,2022-12-12
CQ6639-001,15995,11954,9,2022-12-12
CT5543-300,12995,76210,4,2022-12-12
CJ0861-017,9995,81578,2,2022-12-12
CJ0710-004,7995,79067,4,2022-12-12
CD0113-400,14995,12467,2,2022-12-12
BQ5240-200,9097,16982,5,2022-12-12
BQ3381-600,14995,34325,1,2022-12-12
AV5186-101,10495,64513,8,2022-12-12
CT3110-400,5495,59326,2,2022-12-12
AQ7491-008,5495,30409,4,2022-12-12
BQ5469-703,24995,91455,4,2022-12-12
AR7718-001,6995,15093,5,2022-12-12
AT1198-401,7995,46952,1,2022-12-12
AO0566-606,7495,54684,8,2022-12-12
CD4172-606,8495,88842,2,2022-12-12
CI3706-100,11997,67038,8,2022-12-12
AO1023-005,15995,39443,3,2022-12-12
CI2668-004,11197,83286,4,2022-12-12
CJ2586-100,4797,33926,2,2022-12-12
812655-011,3997,17691,1,2022-12-12
CJ1300-401,5247,40052,9,2022-12-12
CN6867-001,10995,53864,5,2022-12-12
AT6107-606,4495,46062,4,2022-12-12
CD4172-606,8495,49905,6,2022-12-12
CT1020-001,9995,78558,4,2022-12-12
BV5740-101,6597,21131,3,2022-12-12
CK4363-100,7595,25179,6,2022-12-12
CT3890-101,7995,40518,2,2022-12-12
AT7949-606,5995,94924,7,2022-12-12
705265-006,5495,40861,9,2022-12-12
CT5528-001,8997,14445,3,2022-12-12
921826-016,11897,24734,1,2022-12-12
BQ2728-012,11995,64794,2,2022-12-12
343880-090,2495,66161,5,2022-12-12
CJ0842-600,6495,93787,2,2022-12-12
CI9842-500,9995,36517,7,2022-12-12
CD5036-100,7995,50822,3,2022-12-12
BV5841-800,15995,63064,4,2022-12-12
AT8179-100,9597,74522,9,2022-12-12
BQ5467-101,8397,71373,9,2022-12-12
CK4363-100,7595,29702,7,2022-12-12
CD2722-001,15995,77995,9,2022-12-12
BQ6046-010,12995,97646,6,2022-12-12
CK0980-002,5995,95375,2,2022-12-12
CI9994-001,6995,38138,7,2022-12-12
DA4155-400,16995,96962,6,2022-12-12
CT1099-093,24995,35823,7,2022-12-12
CJ1300-401,5247,57208,8,2022-12-12
AO3267-080,6797,56462,2,2022-12-12
CK3312-001,11197,17729,4,2022-12-12
AT5293-004,20995,47909,5,2022-12-12
CN5455-160,11995,49630,4,2022-12-12
CI9949-001,12995,81246,6,2022-12-12
AO2132-401,5597,28019,8,2022-12-12
807471-101,6995,12269,5,2022-12-12
CK2085-002,14995,92260,6,2022-12-12
CN2932-100,18995,26589,7,2022-12-12
AT7995-104,7995,57185,5,2022-12-12
AT7978-414,5947,50682,4,2022-12-12
CI1694-300,11197,89608,3,2022-12-12
885118-001,7197,46297,9,2022-12-12
